review_id,text,aspect,sentiment,complexity
270,পরিচ্ছন্নতা দারুণ হলেও সেবা ছিল একদমই সাধারণ।,cleanliness,positive,mixed
271,পরিবেশ নিরস এবং খাবারের মানও গড়পড়তা।,ambiance,negative,mixed
272,"আমাদের অভিজ্ঞতায় খাবারের মান গড়পড়তা ছিল, যদিও শেফ বেশ অভিজ্ঞ বলে মনে হয়েছে।",food_quality,neutral,complex
273,খাবার খুবই নিম্নমানের ছিল।,food_quality,negative,simple
274,"খাবারের মান অপ্রীতিকর ছিল, অনেক প্রত্যাশা ছিল, প্রচুর ভিড় ছিল।",food_quality,negative,complex
275,"পরিচ্ছন্নতা বেশ ভালো ছিল, কিন্তু পরিবেশ গড়পড়তা।",cleanliness,positive,mixed
276,"বন্ধুদের সাথে গিয়েছিলাম, খরচ বেশ সন্তোষজনক ছিল।",price,positive,medium
277,খরচ অনুযায়ী মান দারুণ।,price,positive,simple
278,পরিচ্ছন্নতা প্রত্যাশা অনুযায়ী।,cleanliness,neutral,simple
279,মূল্য বেশ চলনসই।,price,neutral,simple
280,এখানকার রান্না সাধারণ মানের।,food_quality,neutral,simple
281,খাবারগুলো বেশ ভালো ছিল।,food_quality,positive,simple
282,"সবাইকে যাওয়ার জন্য অনুরোধ করব, ব্যবহার চমৎকার।",service,positive,medium
283,এখানকার খাবারের স্বাদ খুব বাজে।,food_quality,negative,simple
284,"অনেকদিন পর গেলাম এবং খাবারের মান দারুণ ছিল, খুব বেশি অপেক্ষা করতে হয়নি।",food_quality,positive,complex
285,আবহাওয়া বা পরিবেশ প্রশংসনীয় ছিল।,ambiance,positive,simple
286,এখানকার খাবারের মান দামের তুলনায় নিম্নমানের।,price,negative,simple
287,"ব্যবহার খুব খারাপ ছিল, পুরো টাকাটাই অপচয়।",service,negative,medium
288,রান্না বেশ চমৎকার।,food_quality,positive,simple
289,"পরিবেশন আশানুরূপ ছিল না, তাই সরাসরি চলে এসেছি এবং আর কখনো যাব না।",service,negative,complex
290,খাবার বেশ ভালো।,food_quality,positive,simple
291,"সব মিলিয়ে অভিজ্ঞতা খুব ভালো এবং বিলও নাগালের মধ্যে ছিল, তবে খাবার আসতে দেরি হয়েছে।",price,positive,complex
292,এখানকার পরিচ্ছন্নতা একদমই পর্যাপ্ত নয়।,cleanliness,negative,simple
293,"রিভিউ দেখে গিয়েছিলাম, কিন্তু খাবারের মান ছিল নিরস।",food_quality,negative,medium
294,"খাবারের মান খুবই খারাপ ছিল, শুধু সময়ের অপচয়।",food_quality,negative,medium
295,এখানকার দাম বা খরচ যৌক্তিক।,price,neutral,simple
296,তাজা উপকরণ ব্যবহার করায় কর্মচারীদের সেবা ও ব্যবহার আনন্দদায়ক লেগেছে।,service,positive,medium
297,তাজা উপকরণ ব্যবহার করা হয়েছে এবং ব্যবহারও মোটামুটি গ্রহণযোগ্য ও চলনসই।,service,neutral,complex
298,বুকিং করে বন্ধুদের সাথে গিয়েছিলাম এবং দাম বেশ সন্তোষজনক ছিল।,price,positive,complex
299,দাম বা খরচটা বেশ চড়া/খারাপ ছিল।,price,negative,simple
300,"পরিচ্ছন্নতা সন্তোষজনক ছিল না, তবে আমাদের বেশিক্ষণ অপেক্ষা করতে হয়নি।",cleanliness,negative,medium
301,স্বাদ মানসম্মত ছিল এবং অন্য সবকিছুই বেশ চমৎকার।,food_quality,neutral,medium
302,আলোর স্বল্পতা থাকলেও অন্য সবকিছু ঠিকঠাক ছিল।,ambiance,negative,medium
303,কর্মচারীরা অভিজ্ঞ হওয়া সত্ত্বেও সার্বিক সেবা খুব দুর্বল মনে হয়েছে।,service,negative,medium
304,"যদিও সবকিছু গড়পড়তা ছিল, তবুও পরিবেশ ছিল হতাশাজনক।",ambiance,negative,complex
305,এখানকার বিল বা খরচ সন্তোষজনক।,price,positive,simple
